id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
23726706,Private room 20 minutes from Amsterdam + Breakfast,122619127,Patricia,,IJburg - Zeeburgereiland,52.34916,4.97879,Private room,88,2,78,2022-05-29,1.53,1,66,11,038469D9AA6BDF1142CE
35815036,"Vrijstaand vakantiehuis, privé tuin aan het water",269425139,Lydia,,Noord-Oost,52.42419,4.95689,Entire home/apt,105,3,95,2022-06-02,2.65,1,243,36,
31553121,Quiet Guesthouse near Amsterdam,76806621,Ralf,,Noord-West,52.43237,4.91821,Entire home/apt,152,2,82,2022-05-29,2.02,1,3,26,
34745823,"Apartment ' Landzicht', nearby Amsterdam",238083700,Daisy,,Gaasperdam - Driemond,52.2962,5.01231,Entire home/apt,87,2,39,2022-04-17,1.08,3,290,4,
44586947,"Weesp, 2 kamers vlakbij Amsterdam",360838688,Aranka,,Gaasperdam - Driemond,52.31475,5.0303,Private room,160,2,15,2022-05-29,0.68,1,152,12,
15801253,Studio with own bathroom & kitchen at East A'dam,21813940,Nan,,Watergraafsmeer,52.34507,4.96413,Private room,90,2,46,2022-05-29,0.89,1,164,7,0384 81F7 167A BBAA 3BE2
19572024,"Coachhouse, in nature only 5 km from Amsterdam",81955946,Amber,,Watergraafsmeer,52.30739,4.90833,Entire home/apt,279,3,126,2022-05-29,2.13,2,298,23,
18801518,Coronaproof studio 20 min to A'dam Centre 2-4 pers,75979829,Randje Amsterdam,,Watergraafsmeer,52.33828,4.96443,Private room,140,2,85,2022-04-17,1.42,1,234,5,038429E48399CA3E3903
2973384,House on Amstel River Amsterdam,15166925,Gijs,,Watergraafsmeer,52.30989,4.90528,Entire home/apt,185,6,7,2022-01-06,0.15,1,13,2,
34985473,Familyhouse on the water side and near Amsterdam,30405589,Erigone,,Noord-Oost,52.42831,5.042191,Entire home/apt,135,6,7,2021-08-22,0.20,4,59,3,
620821365404674198,"Homestay, 10 minutes away from the city center.",405567985,Homestay Amsterdam,,Bijlmer-Centrum,52.329773435800476,4.937511981512809,Private room,120,1,3,2022-05-30,3,1,343,3,
44174770,quiet Apartment at a Lake,114132046,Sven,,Watergraafsmeer,52.33715,4.95199,Private room,59,30,15,2022-03-18,0.66,3,245,10,0384 0D6B 6163 D0BF AD92
50888392,Gezellig appartement aan de rand van centrum weesp,119648218,Margareth,,Gaasperdam - Driemond,52.30917,5.03833,Entire home/apt,150,2,18,2022-04-28,1.73,1,153,18,
31742663,"Beautiful apartment 'Geinzicht', near by Amsterdam",238083700,Daisy,,Gaasperdam - Driemond,52.29591,5.01325,Entire home/apt,89,2,20,2022-05-15,0.49,3,105,11,
48864190,Amsterdam_Farmyard,85831122,Linda & Arjan,,IJburg - Zeeburgereiland,52.33851,4.99961,Entire home/apt,350,1,11,2022-04-04,0.83,3,300,9,0384 ECEC F88C 9966 CC3B
50065811,Spacious home in a residential area. Families only,83862821,Dick,,Bijlmer-Centrum,52.272964,4.970106,Entire home/apt,275,5,7,2022-05-15,0.67,1,168,7,
51340421,"Beautiful apartment near Adam Amstel, free parking",218079430,Olaf,,Watergraafsmeer,52.33325,4.93847,Entire home/apt,275,1,11,2022-05-22,1.09,2,317,11,
50472290,2 bedroom rental unit in Amsterdam with garden,53274216,Elisabeth,,Watergraafsmeer,52.33423,4.92661,Entire home/apt,48,14,0,,,1,104,0,
18082645,"Family house in Amsterdam Area, Diemen",2379776,Julia & AJ,,Watergraafsmeer,52.34197,4.95708,Entire home/apt,150,4,9,2022-05-08,0.14,1,25,1,0384 F6F5 347C FC7E B991
33241583,ID APARTHOTEL - *** 3-Bedroom Apartment,243869294,Sophie,,Geuzenveld - Slotermeer,52.3886,4.83331,Private room,742,1,79,2022-05-22,2.14,5,342,33,Exempt
33241443,ID APARTHOTEL - *** Studio Apartment,243869294,Sophie,,Geuzenveld - Slotermeer,52.38818,4.83349,Private room,230,1,108,2022-04-22,2.81,5,354,17,Exempt
630205700395904586,10 min to Amsterdam CS free parking large house,258312543,Fulora,,Watergraafsmeer,52.330476805177724,4.935151987399042,Entire home/apt,640,1,0,,,2,363,0,
47709873,One-bedroom Apartment,21167882,Pauline,,Westerpark,52.39589,4.87612,Entire home/apt,210,3,8,2022-04-18,0.72,13,159,8,Exempt
35243521,Nice double room. perfect for a weekend stay,4136347,Caroline,,Buitenveldert - Zuidas,52.31303,4.87458,Private room,153,1,9,2020-02-12,0.25,2,70,0,
2818,Quiet Garden View Room & Super Fast WiFi,3159,Daniel,,Oostelijk Havengebied - Indische Buurt,52.36435,4.94358,Private room,49,3,296,2022-06-01,1.84,1,76,18,0363 5F3A 5684 6750 D14D
20168,Studio with private bathroom in the centre 1,59484,Alexander,,Centrum-Oost,52.36407,4.89393,Private room,106,1,339,2020-04-09,2.27,2,0,0,0363 CBB3 2C10 0C2A 1E29
27886,"Romantic, stylish B&B houseboat in canal district",97647,Flip,,Centrum-West,52.38761,4.89188,Private room,126,2,231,2022-04-24,1.82,1,0,12,0363 974D 4986 7411 88D8
28871,Comfortable double room,124245,Edwin,,Centrum-West,52.36775,4.89092,Private room,75,2,403,2022-06-04,2.81,2,156,67,0363 607B EA74 0BD8 2F6F
29051,Comfortable single room,124245,Edwin,,Centrum-Oost,52.36584,4.89111,Private room,55,2,554,2022-06-02,4.05,2,141,75,0363 607B EA74 0BD8 2F6F
44391,Quiet 2-bedroom Amsterdam city centre apartment,194779,Jan,,Centrum-Oost,52.37168,4.91471,Entire home/apt,240,3,42,2022-03-29,0.29,1,0,3,0363 E76E F06A C1DD 172C
49552,Multatuli Luxury Guest Suite in top location,225987,Joanna & MP,,Centrum-West,52.38028,4.89089,Entire home/apt,232,3,417,2022-05-30,2.95,1,169,49,0363 576A D827 5085 6B83
50523,B & B de 9 Straatjes (city center),231946,Raymond,,Centrum-West,52.36811,4.88262,Private room,118,2,326,2022-05-16,2.34,1,236,19,0363 22DC 0E52 B70B 0FB8
55709,Bright Loft in Centre Amsterdam,263233,Jan-Willem,,Centrum-Oost,52.358112,4.897637,Entire home/apt,151,3,63,2022-04-13,0.45,1,1,3,0363 E295 7D15 8420 343E
55868,Apartment near Museumplein (centre),264178,Cornelie,,Zuid,52.35597,4.88512,Entire home/apt,149,4,95,2020-01-03,0.68,1,0,0,0363 B5A3 5F63 B032 A320
62015,"Charming, beautifully & sunny place with cat Luna",301340,Jessica,,Oud-Oost,52.36431,4.93122,Entire home/apt,120,2,36,2021-11-14,0.26,1,155,6,0363 B090 499C D757 7F4F
80635,TOP LOCATED Canalhouse B&B Jordaan,436145,Riks,,Centrum-West,52.37828,4.8944,Private room,82,3,228,2021-11-01,1.67,4,0,10,0363 4108 6EC3 C2FF 2493
82482,The Backroom - Central private appt,186729,Shawna,,Centrum-West,52.36968,4.88122,Entire home/apt,109,2,923,2022-05-29,6.91,1,226,62,0363 4ADE 41D8 0E67 1563
91535,"Privat room and shared Houseboat ""Ramona"" centre",494281,Michiel,,De Pijp - Rivierenbuurt,52.35774,4.89647,Private room,145,1,67,2022-05-29,0.51,1,56,23,0363 74BA 2074 E0CF 1CB8
97221,Beautiful and spacious room,195859,Gianni,,Slotervaart,52.34801,4.83639,Private room,64,2,226,2022-05-19,1.70,2,296,31,0363 BCBA 6311 3268 DC8C
97476,"Spacious, bright apartment near Vondelpark",485930,Rachel,,Zuid,52.35665,4.86363,Entire home/apt,115,14,55,2022-03-27,0.41,1,0,2,0363 2A58 6164 0E7E 3654
137026,Entire house with garden in De Pijp,670266,Ton & Fede,,De Pijp - Rivierenbuurt,52.35178,4.90699,Entire home/apt,265,2,99,2022-04-25,0.78,1,69,2,0363 67D6 8568 BA8A F738
162467,Modern app. with brand new design bathroom,776296,Nicole,,De Baarsjes - Oud-West,52.3627,4.85693,Entire home/apt,175,3,62,2022-03-15,0.54,1,158,6,0363 C6C3 A2DC 89AC B72B
168769,"SUPERLOCATED Room in  CANALHOUSE, Private bath",436145,Riks,,Centrum-West,52.37956,4.89359,Private room,88,3,268,2021-10-18,2.06,4,0,12,0363 4108 6EC3 C2FF 2493
169356,"Central,Rooftop 360',Zen,Canal-View, Bright,Quiet",806976,Niccolo,,Centrum-West,52.38104,4.88306,Entire home/apt,195,7,26,2022-04-03,0.20,1,65,4,0363 A281 5E35 1EED A8D9
171054,Spacious apartment next to center,815989,Kamiel,,De Baarsjes - Oud-West,52.36768,4.86646,Entire home/apt,120,3,103,2018-11-28,0.78,1,0,0,0363 BDF7 C0EC 9B88 DECA
179528,Authentic Amsterdam apartment RAI,856540,Pierre,,De Pijp - Rivierenbuurt,52.34332,4.89484,Entire home/apt,270,21,29,2021-10-31,0.22,2,55,2,0363 1C26 67B4 C610 1758
188347,Clean & Cozy room in The Baarsjes,907405,Yahav,,De Baarsjes - Oud-West,52.3683,4.85446,Private room,111,1,370,2022-04-28,2.82,2,43,4,0363 7C68 38F7 176D 8CDF
189754,Metropolitan B&B centre Amsterdam,915591,Marijn,,Centrum-West,52.37548,4.89398,Entire home/apt,170,2,234,2022-05-29,1.79,1,159,45,0363 08BD B22D FCC2 5F83
193038,Private Loft&Bathroom  Ensuite Studio Ctr Amsterda,935742,Johan,,Centrum-Oost,52.36057,4.89671,Private room,121,3,642,2022-05-23,4.91,1,75,43,0363 E04C 4DED 8CA7 F902
214531,LUXURIOUS GUESTHOUSE in CITY CENTER,1107389,Henry,,Centrum-West,52.37169,4.89446,Private room,115,3,173,2022-03-23,1.34,1,0,5,0363 1939 7BED DDCD 0353
219276,Suite in Canalhouse in the heart of the center,1135329,Amsterdam Boutique Apartments,,Centrum-West,52.36883,4.88749,Private room,300,2,13,2022-05-15,0.11,1,140,3,0363 1179 146A FBDB 79FC
222516,Cosy and bright apartment in Amsterdam West,1155595,Alex,,De Baarsjes - Oud-West,52.36271,4.85875,Entire home/apt,119,7,137,2022-05-29,1.06,1,0,2,0363 6ADC 900E 6878 AC7C
245927,Sonnenberg - Canal side & view - Private & Central,1005087,Wytse,,Centrum-West,52.36815,4.88604,Entire home/apt,515,2,146,2022-05-25,1.19,1,234,42,0363 E3FA A6F6 2112 7636
247805,"Bellavista, central,with canal view",1298735,Carolien,,De Baarsjes - Oud-West,52.36707,4.87348,Private room,122,2,361,2022-05-29,2.81,1,250,19,0363 157A 14AF 5451 77C3
252080,Amazing apartment historical centre,1322517,Evan,,Centrum-Oost,52.36936,4.90963,Entire home/apt,385,4,11,2019-10-26,0.09,1,165,0,0363 4B98 6C27 7CA6 62B9
254800,Amazing apartment in city center,1337537,Diederik,,Centrum-West,52.37122,4.88211,Entire home/apt,325,2,58,2022-04-19,0.53,1,253,9,0363 7E3F 1742 B05C 9E62
255809,stylish apartment free car parking and 2 bikes,1344947,Flo&André,,De Pijp - Rivierenbuurt,52.34416,4.88709,Private room,182,2,119,2022-05-23,0.97,1,296,29,0363 A842 020A 9193 B416
262394,Charming Studio with Roof Terrace,1376607,Martin,,Zuid,52.35695,4.85234,Private room,88,3,113,2019-10-07,0.91,1,0,0,0363 B86D 98DE 3A24 8790
274688,Cozy sleeping in popular Amsterdam West,1435990,Marij,,Bos en Lommer,52.37977,4.85574,Entire home/apt,88,4,43,2019-08-10,0.34,1,0,0,0363 04FA C38F 7362 8C6D
283170,5-bedrooms house; central location,1451657,Marco,,Zuid,52.35435,4.87316,Entire home/apt,1036,2,113,2022-05-15,0.91,1,266,4,0363 0240 34A0 48C3 6D81
286374,Cozy and quiet 1 bedroom apartment,1173052,Anita,,Geuzenveld - Slotermeer,52.37725,4.83307,Entire home/apt,130,4,4,2022-05-20,0.11,1,256,3,0363 3477 6E37 A57B 94F7
286500,"Centre, canal view with private bathroom",1491565,David,,Centrum-West,52.37561,4.9,Private room,162,3,318,2022-05-26,2.53,2,224,35,0363 DF01 FBC0 496B 9730
290701,"Central, big window, rear room with private bath.",1491565,David,,Centrum-West,52.37561,4.9,Private room,161,3,374,2022-06-02,2.98,2,248,48,0363 DF01 FBC0 496B 9730
291752,Cozy & large bohemian style room,1511330,Ton,,Oud-Oost,52.35179,4.91082,Private room,105,3,209,2020-03-12,1.65,1,290,0,0363 6ACC BA1B 12A9 60C1
304082,Quiet studio in the heart of town with Garden!,276068,Mirre,,Centrum-West,52.37239,4.89657,Private room,137,2,174,2022-05-22,1.40,1,260,63,0363 6C40 7413 ADD3 9AF8
304143,Unique Beautiful Houseboat (ship) in Center,1565319,Dick,,Oud-Oost,52.3623,4.92028,Entire home/apt,95,3,52,2020-03-07,0.41,2,0,0,0363AF9644094CEBCE6B
306852,"SunShine, A Sunny Amsterdam Center Special",1141485,Gisèle And Simon,,Centrum-Oost,52.35931,4.89844,Entire home/apt,200,4,31,2022-05-30,0.26,3,31,10,0363 33C3 B936 3911 FC42
307497,Sailing ship group stays in Amsterdam,1582128,Jorn,,Centrum-Oost,52.36733,4.92055,Entire home/apt,911,2,101,2022-04-24,0.85,2,275,2,Exempt
307621,"SunBird, Sunny Apt in Quiet Street",1141485,Gisèle And Simon,,Centrum-Oost,52.35871,4.89616,Entire home/apt,125,3,2,2015-10-24,0.02,3,0,0,0363 33C3 B936 3911 FC42
308028,"SunFlower, A Sunny B&B + 2 Bicycles",1141485,Gisèle And Simon,,Centrum-Oost,52.35972,4.8975,Private room,95,3,35,2020-07-28,0.35,3,0,0,0363 33C3 B936 3911 FC42
311124,*historic centre* *bright* *canal view* *jordaan*,1600010,Anke & Robert,,Centrum-West,52.37104,4.87713,Entire home/apt,225,5,85,2022-05-07,0.69,1,317,4,0363 59D8 7D30 6CFA DC81
319985,Elegant Appartement Central Location.,1640702,J,,De Pijp - Rivierenbuurt,52.35669,4.90187,Entire home/apt,231,1,424,2022-05-25,3.45,3,110,56,0363 7D88 E1E8 F521 9A10
327285,beautiful designed ap.+bikes+garden,1672823,Ester,,De Pijp - Rivierenbuurt,52.35625,4.89323,Private room,239,2,539,2022-05-27,4.33,2,0,4,0363 8A88 B129 62B5 BD4E
331946,Lovely FAMILY house near Vondelpark,1687595,Sebastiaan,,De Baarsjes - Oud-West,52.3606,4.85739,Entire home/apt,220,2,27,2019-07-21,0.26,1,0,0,0363 A942 21DC C431 1AD1
343094,Amstel Nest - an urban retreat for two,1740785,Rob & Fang,,Oud-Oost,52.35715,4.90926,Private room,100,3,419,2022-05-21,3.41,1,130,29,0363 FC71 F7DB 3AB4 3C42
350271,Luxe boat AMSTERDAM IJBURG!!!,1775032,Agustina,,IJburg - Zeeburgereiland,52.36129,4.98845,Entire home/apt,395,7,3,2018-09-17,0.04,1,358,0,0363 6334 AD6B 47DF B32A
357980,★ STYLISH FAMILY HOME - CITY CENTER,1811745,Marre,,De Baarsjes - Oud-West,52.36348,4.87648,Entire home/apt,232,2,101,2022-05-06,0.82,1,32,16,0363 799F 0610 C059 F9F4
366438,Amsterdam@ city centre & canal view,1849988,Nicolet,,Centrum-Oost,52.36738,4.89671,Private room,130,2,434,2022-06-02,3.51,1,83,18,0363 BD40 0F80 50E7 8478
367107,"IN HISTORIC CENTRE, NEXT TO AMSTEL, PEACEFUL HOME",1853421,Marijn,,Centrum-Oost,52.36263,4.90216,Entire home/apt,182,5,12,2022-04-17,0.14,1,27,1,0363 1761 5C93 2C93 93FE
367491,"Charming,  bright and quiet home center Amsterdam",1855417,Maarten,,De Baarsjes - Oud-West,52.364,4.87814,Entire home/apt,174,3,72,2022-01-03,0.58,1,0,2,0363 7096 B559 45DB 421C
379885,Private Studio Houseboat *BEST VIEW* @Amstel,1907015,Masha,,De Pijp - Rivierenbuurt,52.35465,4.9061,Private room,297,3,84,2022-05-22,0.69,1,81,2,0363 3FE4 07B5 85AA 55F8
396125,In the heart of Amsterdam!,1979865,Carolyn,,Centrum-West,52.37824,4.88532,Private room,70,3,574,2020-03-02,4.66,1,1,0,0363 3C64 227D B4E7 3C30
402353,Comfortable design apartment with roof terrace,2008330,Lidy,,Watergraafsmeer,52.35338,4.93407,Private room,139,2,228,2022-05-31,1.89,1,234,30,0363 12D8 9BB2 949E 3227
414865,"Charming house, perfect for two!",2063261,Miranda,,Zuid,52.35043,4.84676,Entire home/apt,110,4,8,2022-05-15,0.10,1,14,1,0363 DC39 26C1 3541 47BF
415619,Sunny Amsterdam East Harbor View,1336633,Stephan,,Oostelijk Havengebied - Indische Buurt,52.36905,4.93528,Entire home/apt,145,2,74,2022-04-11,0.61,1,152,7,0363 09A6 8FFA 6EC4 805F
437757,COOL DESIGN HOUSE with WiFi,2174719,Natalie,,De Pijp - Rivierenbuurt,52.35503,4.90516,Entire home/apt,145,3,136,2022-05-29,1.11,1,2,13,0363 C24E 6CAD 6342 8E17
438089,STUDIO FOR 2 VONDELPARK AMSTERDAM,2064560,Har,,De Baarsjes - Oud-West,52.36116,4.86608,Private room,129,4,215,2022-05-31,1.82,2,160,1,03632826293CAE5B9570
440992,Charming houseboat near Olympic St.,2191136,Jan,,Zuid,52.341621,4.849049,Entire home/apt,200,3,116,2022-05-29,0.95,1,48,11,0363 6532 4C0A A235 9114
441424,Family house in centre of Amsterdam,2193861,Marco,,Oostelijk Havengebied - Indische Buurt,52.37281,4.94303,Entire home/apt,150,3,34,2021-07-24,0.28,1,2,1,0363B9396B464F7B165A
445660,cosy room with private entrance,2202945,Heleen,,De Baarsjes - Oud-West,52.37001,4.85646,Private room,79,2,427,2022-05-26,3.49,1,229,29,0363 1D15 382F 70B9 6319
446999,Guestroom VONDELPARK AMSTERDAM,2064560,Har,,De Baarsjes - Oud-West,52.35927,4.86529,Private room,119,4,328,2020-03-08,2.79,2,162,0,03632826293cae5b9570
450767,Houseboat 'Saturnus' Amsterdam,2238440,Richard En Birgit,,Centrum-Oost,52.37006,4.90081,Entire home/apt,284,3,104,2022-05-15,0.88,2,201,27,0363 DB37 0A9B 68B2 4474
462341,Central 17th Century Unique House,2297302,Milen & Joes,,Centrum-West,52.3739,4.89263,Entire home/apt,176,3,36,2022-05-08,0.42,1,10,5,0363 C83F 9271 BA8F 23ED
481664,Live the life of A'dam on water!,1382273,Eltjo,,Westerpark,52.39134,4.89067,Private room,105,2,471,2022-05-28,4.59,1,238,33,0363FF789E4208718D0D
483779,Spacious studio apartment in A'dam,2395278,Alex,,Slotervaart,52.3509,4.83293,Private room,100,2,37,2017-10-22,0.54,1,0,0,0363 0306 F66C F808 A78D
494433,Clean & Cozy Apartment in The Baarsjes!,907405,Yahav,,De Baarsjes - Oud-West,52.36812,4.85422,Entire home/apt,160,2,24,2019-08-05,0.20,2,16,0,0363 7C68 38F7 176D 8CDF
503629,"Quiet & spacious apt, near Museums & Concertgebouw",2483843,Alban,,Zuid,52.3543,4.87701,Entire home/apt,120,5,11,2019-07-28,0.10,1,0,0,0363 E959 5BC3 BBA6 1C6E
505012,Centre Amsterdam perfect for family,1645998,Djoke,,Centrum-Oost,52.36412,4.88757,Entire home/apt,299,3,60,2019-10-23,0.51,1,160,0,0363 5F8A A57B 18E0 63BB
505650,Stylish Design Apartment,2492723,Irene,,Zuid,52.35482,4.87438,Private room,140,3,137,2022-05-29,1.17,1,228,10,0363 7FD8 55E4 DEOB 30FE
507598,Canal View Apartment! Jordaan Area,2501656,Stephanie,,Centrum-West,52.37694,4.88003,Entire home/apt,600,2,62,2019-06-16,0.51,1,278,0,0363 E6C4 FEF6 F27C DCF5
508433,Amazing views in Amsterdam (2 bedr),1744556,Martien,,Geuzenveld - Slotermeer,52.37166,4.82951,Entire home/apt,375,3,65,2022-05-15,0.54,1,6,2,0363 C955 5D11 514B 9708
515088,Familyfriendly Suite incl breakfast,2536879,Hansje,,Noord-Oost,52.39675,4.99603,Private room,120,2,2,2019-03-10,0.04,1,281,0,0363 0A94 AAA2 B228 0695
515749,unique and luxurious houseboat,2540480,Derk,,Centrum-Oost,52.35902,4.89606,Private room,165,3,195,2022-05-31,1.62,1,281,14,0363CB2056581DF32788
515921,Apartment near centre with amazing view over city,2541099,Anne-Marie,,Zuid,52.35022,4.8525,Entire home/apt,165,3,79,2022-05-01,0.65,1,21,2,0363 676E D52D A47D 768A
517996,Bright Canal house with amazing view! @the Jordaan,2550339,Aemilia,,Centrum-West,52.37827,4.88568,Entire home/apt,410,3,23,2020-03-18,0.19,1,147,0,0363 7EFC D96F 5878 3F49
522471,Beautiful 2-storey appartment+roof terrace (135 m),2569931,Harriet,,Bos en Lommer,52.3774,4.851,Entire home/apt,180,8,24,2022-05-04,0.22,1,11,1,0363 1139 9247 9E72 640C
528022,Somewhere Else,2594559,Els,,Westerpark,52.39114,4.88846,Private room,100,2,226,2022-06-01,3.28,1,251,24,0363 9289 A94D 5C21 A579
538723,Beautiful ground floor apartment,356740,Dimphy,,Watergraafsmeer,52.354,4.93965,Entire home/apt,140,5,57,2020-01-01,0.47,1,0,0,0363 D990 F92F DECF 88D4
549310,Family Apartment with Garden,2699033,Barbara,,De Baarsjes - Oud-West,52.37126,4.86241,Entire home/apt,200,2,50,2022-05-08,0.60,1,0,7,0363 35CD 76C9 04D4 1A21
553514,"B&B WestergasTverblijf , Cosy!",618589,Mirjam,,Westerpark,52.38444,4.86916,Entire home/apt,80,2,162,2020-02-16,1.41,1,155,0,0363 AD82 ADCF 17F3 C3EA
556829,"peaceful stay near city centre,  airport & forrest",2737834,Sophia,,Buitenveldert - Zuidas,52.33558,4.86878,Entire home/apt,148,3,24,2022-05-29,0.20,2,160,4,0363 957A 9061 D805 A3EC
568005,Bright central studio with terrace,2794849,Yasha & Dessi,,Zuid,52.3541,4.8815,Entire home/apt,140,2,55,2017-05-14,0.46,2,216,0,0363 A649 7949 F72D 1DBF
568446,Pretty apt in the center of A'dam,2797260,Noriko,,Centrum-Oost,52.37079,4.90153,Entire home/apt,108,3,108,2022-05-16,0.91,1,0,5,0363 2BD0 289D BF51 4A09
570753,Southern Comfort near Vondelpark,2439449,Henriette,,Zuid,52.34904,4.86765,Private room,75,4,372,2022-05-29,3.10,1,159,3,0363 7215 8083 16CB E805
571029,"Spacious, 2 bedrooms & garden close to the centre!",2810037,Rosa,,De Baarsjes - Oud-West,52.3676,4.85976,Entire home/apt,150,3,10,2018-05-27,0.08,1,0,0,0363 91DE D1D9 B8C9 D74B
575603,Loft right in the city centre,2830952,Henning,,Centrum-Oost,52.36112,4.89462,Entire home/apt,245,5,17,2021-07-26,0.18,2,5,2,0363 6703 A9A1 6C28 ECD5
579851,Private Studio on Spectacular Houseboat,2851886,Sonja,,Westerpark,52.39144,4.88436,Private room,124,2,507,2022-05-22,4.31,1,36,49,0363 74BB 1569 D1B7 ADBE
582028,Quiet large park side apartment for 2 adults 1 kid,2865851,Oliver,,Slotervaart,52.36021571517094,4.843456508827677,Entire home/apt,211,5,10,2018-12-30,0.09,1,43,0,0363 6AE3 C6BD AA79 AB13
582382,Amsterdam Family Home,2868026,Emer,,Oud-Noord,52.39442,4.91478,Entire home/apt,170,4,20,2019-12-27,0.17,1,0,0,0363 DAA7 B561 AC39 BB65
588020,Large 3 bedroom apartment surrounde,1759884,Ivan,,Centrum-Oost,52.36918,4.91316,Entire home/apt,316,3,207,2022-05-22,2.32,3,226,31,Exempt
590236,Our Cozy Third floor Home,2912339,Kelli,,De Baarsjes - Oud-West,52.36809,4.85436,Entire home/apt,120,4,42,2022-05-29,0.36,1,166,2,0363 058A D932 3063 B1F7
590681,Beautiful large family garden house Vondelpark,2914846,Lotte,,Zuid,52.34788,4.8506,Entire home/apt,295,2,14,2021-11-28,0.12,1,0,3,0363 9A2B 5A8C 1B13 AF1B
606871,Modern Houseboat | Canal Views! | JORDAAN AREA,3007402,Diewert,,Westerpark,52.37621,4.87075,Private room,161,2,338,2022-05-28,2.99,1,317,51,0363 48AF 9151 13B6 2543
608432,Sleep at Amy's B'n'B Front Room,3015785,Erik And Mary Jo,,Centrum-West,52.381996,4.888583,Private room,107,1,706,2022-06-05,5.91,2,47,87,0363 AACD 8155 9F76 50DA
613088,Your own cottage in the countryside,3040748,Henk,,Noord-Oost,52.41016,4.96369,Private room,87,2,389,2022-05-17,3.27,13,287,18,0363 C2FC D0FB 68D9 2F58
613110,"All u need, nice place in amsterdam",3040855,Michael,,IJburg - Zeeburgereiland,52.36368,4.9794,Private room,60,1,281,2022-05-29,2.36,1,154,2,0363680E27996E5AC8C6
623123,Beautiful and spacious apartment with big rooftop,2695123,Janne,,De Baarsjes - Oud-West,52.36247,4.86534,Entire home/apt,450,4,21,2022-04-30,0.18,1,7,2,0363 C125 F449 C407 9F89
627188,Sleep at Amy's B'n'B Garden Room,3015785,Erik And Mary Jo,,Centrum-West,52.381996,4.888583,Private room,119,1,456,2022-06-05,3.81,2,40,73,0363 AACD 8155 9F76 50DA
627213,"Houseboat near museums, the Pijp, two lovely cats",3113556,Ingmar,,Zuid,52.35094,4.88552,Entire home/apt,100,7,14,2018-06-21,0.12,1,0,0,0363 DDEB 4C21 A90A B9DD
633585,"Amazing, spacious Amsterdam Apt.",898904,Sietske,,De Pijp - Rivierenbuurt,52.34918,4.89197,Entire home/apt,125,4,87,2022-04-14,0.73,1,155,1,0363 7E98 4CFE 07C1 0AD3
634170,"'Westerpark Sanctuary', Office-Apt. across W-Park.",3078488,Carolina,,Westerpark,52.38388,4.86562,Entire home/apt,109,14,147,2021-12-31,1.24,1,22,3,Exempt
635019,"Beautiful, light apartment with huge garden!",2922757,Fleur,,Bos en Lommer,52.3786,4.84948,Entire home/apt,150,2,74,2022-05-20,0.63,1,0,7,0363 A763 EE89 AC26 A847
653459,"VeryBig luxurious family house A""dam own parking",1634910,Derk,,Buitenveldert - Zuidas,52.32237,4.86024,Entire home/apt,240,6,16,2021-07-31,0.27,1,84,2,0363 05B8 09C7 203A E42A
654931,"A-location, ensuite bathroom, centre - Milkmaid -",3278419,Matthijs,,Centrum-West,52.37167,4.8948,Hotel room,94,1,729,2022-05-29,6.16,2,131,47,0363 4587 2DC3 051C 3FCA
655216,A-location ensuite bathroom centre 'Pearl Earring',3278419,Matthijs,,Centrum-West,52.37098,4.89434,Hotel room,106,1,634,2022-05-31,5.38,2,143,56,0363 4587 2DC3 051C 3FCA
658063,"Superior, 100m2",3317069,Marfi,,De Baarsjes - Oud-West,52.36188,4.87694,Private room,146,3,117,2022-05-27,1.02,1,22,6,ABCD 1234 AB12 89EF A0F9
660856,Large 4 floor art-filled family-friendly townhouse,3336575,Maaike,,Watergraafsmeer,52.3551,4.93262,Entire home/apt,275,7,39,2022-03-13,0.34,1,2,4,0363 528E 3889 FA20 43A1
664697,Design Waterfront flat near station,1406783,Alicia,,Oud-Noord,52.38537,4.90241,Entire home/apt,87,30,63,2018-06-30,0.53,2,302,0,Exempt
667305,"Green, sportive experience in A'dam",3375589,Fred Alexander,,Noord-West,52.41878,4.89397,Entire home/apt,146,5,20,2022-05-24,0.18,1,341,5,0363 1466 FFED D078 9856
679838,Penthouse with roof terrace in Amsterdam centrum,3460384,Bastiaan,,Centrum-Oost,52.36716,4.90462,Entire home/apt,395,3,52,2021-09-13,0.54,1,0,5,0363 0B70 756D 626C F77C
683431,Nice Room near to RAI and downtown,2309485,Ned,,De Pijp - Rivierenbuurt,52.34557,4.8962,Private room,75,1,499,2022-06-01,5.22,1,97,66,0363 0BD4 E0F6 EDD1 59C7
685990,Room privacy near centre Amsterdam,3498674,Nadia,,Geuzenveld - Slotermeer,52.38296,4.83786,Private room,71,4,316,2022-05-29,2.67,2,328,18,0363 E7AB 3034 7C9C 1348
689623,City beach apartment,2272095,Katinka,,Centrum-Oost,52.3737,4.92581,Entire home/apt,120,14,85,2022-02-28,0.77,1,39,3,0363 4EFA 63D8 DADD 844A
690757,SPACIOUS LOFT in 17C CANAL MANSION,3529778,Gijs,,Centrum-West,52.374,4.89902,Private room,187,2,466,2022-05-29,3.96,2,294,42,0363 92E1 9539 83BB 3AA7
