id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
6430582,"Design luxurious loft, 3 bedr, 2 bathr, garden",2328927,Wieke,,De Baarsjes - Oud-West,52.37088,4.86814,Entire home/apt,645,4,36,2022-04-19,0.42,1,22,1,0363 B824 34C1 6138 DE5E
6439888,Friendly FAMILY house in Amsterdam (free parking),4381603,Eelke,,Noord-Oost,52.38823,4.95921,Entire home/apt,110,4,12,2019-08-04,0.21,1,0,0,0363 0CAC 71C1 114E 348C
6441316,Top Notch!A-location!Hotspot!Spacey CleanCourtyard,33630710,Marion,,De Pijp - Rivierenbuurt,52.356,4.88861,Private room,97,1,639,2022-05-31,7.48,1,115,32,0363D3C40A08835F1318
6442389,Luxorious family apartment in city center!,4909610,Titus,,De Pijp - Rivierenbuurt,52.34825,4.90924,Entire home/apt,300,5,21,2019-06-26,0.25,1,8,0,0363 746A FC85 4995 5C5A
6447564,Appartement with garden city center,33663003,Jurjen,,De Pijp - Rivierenbuurt,52.35025,4.89325,Entire home/apt,126,3,25,2021-10-23,0.30,1,1,3,0363 E436 2286 DD01 0614
6455099,Lovely light large houseboat for family/colleagues,13667948,Rosanne,,Zuid,52.33837,4.8464,Entire home/apt,400,2,23,2020-03-08,0.34,1,0,0,0363 FEFC 0B87 0542 5A7E
6463787,"Wooden Garden House, the Mulberry",9064164,Rachel,,Noord-Oost,52.4147,5.02643,Entire home/apt,85,3,122,2021-09-14,1.43,1,96,1,0363 C101 0DB7 47AA D444
6471162,Family apartment (max. 4) in centre of Amsterdam,33806044,Rob,,Centrum-Oost,52.360474,4.892034,Entire home/apt,160,5,37,2022-02-23,0.44,1,10,2,0363 4470 6F4E 8E4F D2A9
6474026,Luxurious spacious suite Jordaan,15260422,Job & Judith,,Centrum-West,52.37586,4.87896,Entire home/apt,131,2,400,2022-05-22,4.68,1,129,77,0363 8BCA 2753 E6BA 2C6E
6485103,Luxurious boutique apartment | City Centre,33890419,Hans,,Centrum-Oost,52.36186,4.89185,Private room,202,1,156,2022-05-31,1.86,1,133,17,0363 132A 4d66 345f c6a9
6487791,Great appartm. with garden!,21124767,Judith,,De Baarsjes - Oud-West,52.36939,4.85912,Private room,100,3,9,2017-05-02,0.11,1,0,0,0363BFE97560F84C2838
6512301,Comfortable apartment + roofterrace,34048596,Annemarie & Patrick,,Centrum-West,52.3819,4.88021,Entire home/apt,125,2,86,2022-05-25,1.01,1,0,9,0363 6A43 4BF1 82F8 32EA
6512505,"Colorful, bright and amazing home away from home",5884786,Melissa,,Oud-Oost,52.35918,4.92387,Entire home/apt,199,1,85,2022-05-08,1.00,1,159,10,0363 9DB6 B998 70E1 36D4
6512602,"modern, spacious appartment.",6583333,Bas,,De Baarsjes - Oud-West,52.36611,4.85958,Entire home/apt,148,2,42,2022-05-09,0.56,1,113,1,0363 19B3 66BF 775E 7237
6524982,Luxurious family home 210m2 with garden in West,7464110,Esther,,De Baarsjes - Oud-West,52.36923,4.86838,Entire home/apt,320,4,39,2021-08-11,0.47,1,0,1,0363 2AAE C329 BB18 4A5D
6531893,Bright room in central city park,9254550,Tawan,,Centrum-Oost,52.36877,4.93114,Private room,95,2,217,2019-11-11,2.55,1,181,0,0363 B7AC 3BCF 9EC3 8C82
6532120,Modern/cozy app. 15 minute walk to Jordaan,34157131,Marlijn,,Bos en Lommer,52.3754,4.86312,Entire home/apt,105,4,30,2022-03-06,0.35,1,0,3,0363 C879 0903 2405 9272
6533303,Renovated Light city centre apt with terrace,34167670,Marcel,,Centrum-Oost,52.36916,4.91157,Entire home/apt,210,2,52,2020-02-29,0.62,1,0,0,0363 BC80 221E BD04 CD76
6535641,Cosy room in trendiest neighbourhood of A'dam,29645081,Nina,,Oud-Noord,52.38651,4.91652,Private room,75,3,2,2018-01-03,0.03,1,0,0,0363 A1E7 303D 8EE8 870E
6539947,Luxury Penthouse - Rooftop terrace,30516685,Nynke,,Oud-Oost,52.35742,4.92743,Entire home/apt,165,2,38,2022-04-17,0.46,1,0,9,0363 495F F3D5 94B2 A5CC
6559031,Bright spacious bedroom with sunny balcony,8698376,Stefe,,Centrum-West,52.38423,4.88252,Private room,65,3,12,2018-08-05,0.17,1,0,0,0363 A8E0 6C41 6EE2 D433
6564052,With a garden and a brand new bathroom,18825148,Michiel,,Watergraafsmeer,52.35382,4.94032,Entire home/apt,175,5,4,2017-08-13,0.05,1,0,0,0363 B0B2 8C5E 158A 3D39
6564456,"Cosy apartment, only for small families",14856684,Linus,,Centrum-Oost,52.36388,4.92078,Entire home/apt,199,2,59,2022-05-29,0.69,1,152,3,0363 EB83 3D26 0E16 9CDD
6564747,"Amsterdam Center, Jordaan with balcony + canals",34339797,Roma,,Centrum-West,52.38222,4.88383,Entire home/apt,48,3,4,2018-06-17,0.05,1,0,0,0363 7679 3B66 3A93 25AE
6571994,Jolly Horses,22481192,Annemieke,,Centrum-West,52.38113,4.89171,Private room,175,2,248,2022-05-31,3.87,1,252,18,0363 70C5 F3B3 3158 4081
6587565,"Blue House Amsterdam, free parking",26294656,Peter En Katja,,Noord-West,52.41811,4.90178,Private room,95,2,201,2022-05-23,2.38,1,96,20,03635E37FE3B335C6E66
6594177,Canal Apartment in Jordaan (Centre),34498455,Michelle,,Centrum-West,52.37595,4.87907,Entire home/apt,200,3,28,2022-04-24,0.33,1,0,2,0363 750A E757 457D 5266
6605182,Canal View Prinsengracht (private!)  - Suite 1,34561008,Willem,,Centrum-Oost,52.36324,4.89884,Private room,238,1,29,2022-05-26,0.35,1,41,22,0363 516A 877B E9FE 9748
6608540,"Airy, bright and spacious 3 BRM - 2x roof terrace!",10545313,Amos,,Oud-Oost,52.35779,4.92097,Entire home/apt,220,5,6,2018-08-26,0.07,1,0,0,0363 2DD0 3B75 CDB8 81D1
6611814,Your double birdsnest on wheels,3040748,Henk,,Noord-Oost,52.42204,4.9558,Private room,82,2,92,2022-04-22,1.08,13,292,7,0363 9741 7333 EC9B 4B1D
6619931,"Spacious sunny family apartment, roof terrace",6207685,Rosa,,De Baarsjes - Oud-West,52.36887,4.8663,Entire home/apt,280,3,8,2021-08-15,0.09,1,4,1,0363 E3A8 92E1 67FB 6F22
6620804,BEAUTIFUL HOUSE in a residential neighbourhood,28640244,Dick,,Watergraafsmeer,52.35744,4.93739,Entire home/apt,175,3,13,2019-08-10,0.16,1,0,0,0363 18A2 4E98 8D2E F0C0
6624170,"Warm, cozy sunlighted downtown appt",34670170,Jeroen,,Centrum-Oost,52.36842,4.92438,Entire home/apt,121,2,43,2020-02-16,0.50,1,0,0,0363 3CF3 3233 3B24 6BEC
6629852,Top location. Historical centre. Canal view!,8778234,Malou,,Centrum-Oost,52.36591,4.90712,Private room,120,3,41,2022-02-07,0.52,1,0,3,03635EE4641BDDE7DD4C
6633038,Charming Row House,540087,Michelle,,Centrum-West,52.37464,4.8782,Entire home/apt,282,3,30,2022-01-02,0.36,1,0,6,0363 A9A6 6DBB 566F 87BB
6654255,Cozy App. Close to Centre with Garden& Cute Cats!,15507949,Julie,,Westerpark,52.38577,4.87007,Shared room,60,1,3,2017-01-01,0.04,1,0,0,0363 5BA4 4C9E DFBC 7412
6656481,"Westerpark, cozy and modern, 1 bedr. apartment",23531051,Steven,,Westerpark,52.38139,4.86866,Entire home/apt,130,3,37,2022-03-27,0.44,1,4,2,0363 2CB7 5FC9 32D9 B0D5
6657872,Luxurious 112m2 ground floor appt,34846770,Mirte,,Oud-Oost,52.35173,4.91328,Entire home/apt,110,2,22,2020-03-18,0.26,1,0,0,0363 5A17 AD29 3C8A 5D73
6665729,Nice quiet room for one person only,34349002,Erik,,Gaasperdam - Driemond,52.30023,4.99987,Private room,46,1,225,2022-04-30,2.67,1,205,10,0363 FB5D ED78 B82A 8DB5
6668354,Unique studio on cutter 'Rosita',11319500,Friedrich,,Centrum-West,52.3839,4.89202,Private room,105,3,380,2022-05-25,4.59,1,221,49,0363 5BA4 365D 5F5B E0AC
6675077,"Luxury apartment, Amsterdam, de pijp (center)",24927522,Sebastiaan,,De Pijp - Rivierenbuurt,52.35613,4.88863,Entire home/apt,398,1,62,2021-07-30,0.73,2,88,1,0363 A2F7 E69D C2BC F113
6718474,Luxurious apartment (Jordaan),2534561,Elvira,,Centrum-West,52.38411,4.8846,Entire home/apt,164,5,19,2021-11-04,0.23,1,0,1,0363 4850 0C5C C602 32CE
6724346,"Modern Loft apartment, space luxury, BBQ rooftop",35211934,Rick,,Zuid,52.34736,4.85646,Entire home/apt,210,4,14,2018-09-01,0.17,1,0,0,0363 D10F AEC7 57FB F6B2
6727439,Cosy house for 2 nearby Vondelpark,19053525,Sabine,,De Baarsjes - Oud-West,52.3606,4.85591,Entire home/apt,112,4,11,2019-12-28,0.13,1,0,0,0363 8873 489D 20EA D308
6732776,"Spacious house  family and business, non smoking",35262430,Nikki,,Zuid,52.34973,4.87652,Entire home/apt,300,2,48,2022-04-18,0.66,1,18,1,0363 F963 501D DD08 AB3D
6734900,Apartment City centre of Amsterdam,35271802,Pauline,,Centrum-Oost,52.36222,4.90081,Entire home/apt,90,1,94,2021-12-12,1.12,1,154,5,0363 BA0B A5FA 65C4 EBAA
6735459,Canal View Loft,13213532,Historical Canal House,,Centrum-West,52.36894,4.88657,Entire home/apt,185,7,96,2022-05-31,1.13,2,205,13,0363BDB7ABDAD19A8132
6745944,Cozy appartment in the center!,5064424,Ania,,Westerpark,52.38211,4.87291,Entire home/apt,126,4,63,2022-05-24,0.74,1,33,2,0363 D0D9 834B 1CDA 0C18
6754992,Spacious Family Home-Great Location,21773821,Vicki,,Buitenveldert - Zuidas,52.33158,4.88613,Entire home/apt,350,3,44,2019-08-13,0.58,1,38,0,0363 7899 B0D0 1D49 7DB8
6759073,Ground floor canal house,35385981,Joachim,,De Baarsjes - Oud-West,52.35905,4.8571,Entire home/apt,225,1,5,2016-09-13,0.06,1,0,0,0363 8399 BBAF 3954 CC4A
6764251,Large Westerpark Family Home (2 Floors + Rooftop),35411832,Simon,,Westerpark,52.38345,4.87251,Entire home/apt,269,6,17,2020-08-23,0.22,1,0,0,0363 4B1D 8831 C895 C504
6778319,Quiet Home In The Heart Of The City,31275614,Sanja & Adrijan,,De Baarsjes - Oud-West,52.36495,4.87867,Entire home/apt,249,5,15,2019-08-21,0.18,1,0,0,0363 2FC3 91F7 E85C 8E0B
6780631,Quiet Baarsjes apartment near cat cafe,32698432,Helen,,De Baarsjes - Oud-West,52.37093,4.8563,Entire home/apt,166,2,31,2019-10-22,0.37,1,0,0,0363 6B01 73F1 6840 CAEA
6781848,Creative bright space with spacious Terrace 🌱,15252126,Anouk,,Bos en Lommer,52.38071,4.85738,Entire home/apt,170,3,50,2020-01-29,0.59,1,11,0,0363 2091 4CC1 4F31 CE6A
6786864,At The Canal Spacious And Beautiful,35481000,Hugo,,Centrum-Oost,52.3681,4.89934,Entire home/apt,164,4,32,2019-08-14,0.38,1,0,0,0363 2B65 1A6E 2D15 9A30
6801759,Private room in sunny houseboat!,1899873,Liz,,De Baarsjes - Oud-West,52.36846,4.87389,Private room,120,3,254,2022-05-22,3.19,1,2,17,0363 1A01 9A1C D4FA EB2E
6803889,Apt.(55m2)classic city souterrain inc breakfast,35617650,Vera,,Zuid,52.35053,4.85961,Entire home/apt,207,2,175,2022-06-01,2.07,1,340,24,0363 A65F E9D5 5A65 BEA2
6806602,New Family Home close to Center. Free parking!,29585407,Wouter,,Oud-Noord,52.39976,4.90331,Entire home/apt,258,3,7,2019-08-17,0.18,1,18,0,0363 3580 96BE 8875 1019
6816107,Trendy area in district Baarsjes.,10254359,Koen,,De Baarsjes - Oud-West,52.37298,4.85418,Entire home/apt,129,4,57,2022-06-01,0.68,1,10,5,0363 D98E 567B 5DEB F93D
6816936,Three floors spacious family-appartment in de Pijp,35688010,Jeroen & Olga,,De Pijp - Rivierenbuurt,52.35103,4.89218,Entire home/apt,279,4,16,2018-08-19,0.19,1,0,0,0363 CD33 C8AC 0AB0 59AD
6819536,Canal View bed-no-breakfast,35704934,Hans,,Centrum-Oost,52.37046,4.91136,Entire home/apt,164,5,154,2022-05-28,1.83,1,230,16,0363 332F 0630 CB60 4758
6819794,"Awesome home, convenient location.",35712611,Manus,,Oud-Oost,52.35556,4.91198,Entire home/apt,180,28,13,2021-12-21,0.16,1,283,1,0363 9680 DA59 E53A EF8E
6820290,Spacious and light private apt,34633165,Jeroen,,Centrum-Oost,52.36457,4.91142,Entire home/apt,170,30,51,2021-08-02,0.60,2,154,3,0363E803EA3C7628F10D
6825880,quiet city centre apartment,16564018,Rick,,Westerpark,52.38949,4.88658,Entire home/apt,129,2,50,2017-07-02,0.60,1,0,0,0363 876A 305D C7A4 E106
6826043,Nice charming house with garden,2908962,Mamereke,,Oud-Noord,52.39483,4.91477,Entire home/apt,210,4,53,2021-11-01,0.63,1,30,1,0363 5C45 423D CC0C B0DB
6827912,DESIGNER LOFT CITY CENTRE AMSTERDAM,61977,Marjolein,,De Baarsjes - Oud-West,52.36846,4.86632,Entire home/apt,614,1,22,2022-05-15,0.27,1,45,4,0363 6D2D 3809 2860 A725
6830226,"Close to the Amstel, pleasant house",35781271,Maaike,,Oud-Oost,52.35194,4.91335,Entire home/apt,89,5,32,2021-09-19,0.40,1,284,1,0363OEC67078FA805CF4
6830331,Groundfloor apartment with garden,35780464,Herman,,De Baarsjes - Oud-West,52.36095,4.85945,Entire home/apt,140,7,24,2019-10-12,0.29,1,0,0,0363 9447 8FF5 226F C76C
6831196,"Cozy place, heart A'dam 1-4 pers",2019197,Zora,,De Baarsjes - Oud-West,52.37002,4.84962,Private room,84,1,69,2020-09-06,0.81,1,350,0,0363 71CA 54DF 94CC 0440
6831658,Canal view apartment,35789117,Michelle,,Westerpark,52.38971,4.88485,Entire home/apt,207,2,54,2022-05-15,0.65,1,204,4,0363 E85C A5B6 4E01 EDC6
6838383,Design Loft in the city center - work from home,12977654,Nicky,,Centrum-West,52.36786,4.87836,Entire home/apt,150,3,57,2022-02-17,0.69,1,0,10,0363 F267 4D83 8A3E A0D6
6845563,Beautiful one bedroom apartment!,8789817,Ewa,,Oud-Oost,52.36545,4.92532,Entire home/apt,110,5,35,2022-05-02,0.42,1,13,3,0363 255F 1F53 350C 38DD
6850043,HISTORISCH WOONSCHIP TJALK (1908),24350341,Harold,,Noord-Oost,52.3794,4.96613,Entire home/apt,119,3,38,2022-06-01,0.45,1,39,8,0363D3EAB9A21B6005E5
6858436,Great Ap. in Lively Green Hip West. close to centr,16360879,Jan,,De Baarsjes - Oud-West,52.37167,4.85471,Entire home/apt,120,2,5,2017-04-17,0.06,1,0,0,0363 723E 7003 09F3 DE56
6863052,Light apartment with large balcony near centre,10048959,Stephanie,,De Pijp - Rivierenbuurt,52.35736,4.90468,Entire home/apt,250,4,7,2021-09-25,0.08,1,0,3,0363 778F 626B 8326 A4C0
6867245,Modern and spacious houseboat,6206405,Friso,,De Baarsjes - Oud-West,52.37089,4.87258,Entire home/apt,240,4,64,2020-09-20,0.76,1,0,0,0363 BD50 B078 C48D 63A8
6890932,Cute apartment in the city center aka De Pijp,3315498,Yuri,,De Pijp - Rivierenbuurt,52.35587,4.89541,Entire home/apt,99,2,55,2021-10-18,0.65,1,0,2,0363 9BA9 C3BE 7794 7465
6895794,Lovely loft with roofterras near Albert Cuyp/RAI,7278134,Constanze,,De Pijp - Rivierenbuurt,52.35128,4.88991,Entire home/apt,279,1,113,2022-05-28,1.35,1,34,11,0363 DCA9 5557 D50E 278B
6907368,De Lelie Flat,20419809,Caroline,,Centrum-West,52.37384,4.88185,Entire home/apt,250,4,14,2022-05-18,0.18,1,160,1,0363 7601 500B 3B04 ACE5
6920719,Beautiful room with balcony,36272714,Frank,,De Baarsjes - Oud-West,52.37115,4.86696,Private room,110,4,284,2022-06-02,3.36,1,274,12,0363 7C0A 5D7F 35B2 83F1
6934089,NEW: Cosy apartment with big garden,10783298,Maarten,,De Pijp - Rivierenbuurt,52.35032,4.88748,Entire home/apt,125,5,10,2019-10-13,0.12,1,0,0,0363 ABD2 8780 B0BB 60A2
6942100,Apartment in Old Pipe district,26577733,Lizzy,,De Pijp - Rivierenbuurt,52.3563,4.88911,Entire home/apt,132,3,37,2018-10-23,0.44,1,0,0,0363 8029 FE51 655C 0FC9
6963313,A SUNNY  ROOM  FOR 1 WITH A VIEW (OVER THE WATER),4781137,Joke  & Gerard,,Noord-West,52.404045,4.901576,Private room,75,2,63,2022-05-22,0.75,3,228,13,0363 6174 22E1 5DA6 BF4C
6966341,Spacious loft with terrace in Jordaan,9758712,René,,Centrum-West,52.37061,4.88088,Entire home/apt,500,3,16,2022-04-23,0.20,1,7,2,0363 A575 580C D187 6337
6982667,Beautiful Houseboat wth Lush Garden (4 bikes incl),36610500,Leon,,Oud-Noord,52.3986,4.92161,Entire home/apt,150,3,15,2021-08-05,0.18,1,0,3,0363 7315 437F 438E FECE
6982920,Great room in lux Ams apt-Perfect central location,3347747,Nick,,Centrum-Oost,52.36174,4.88709,Private room,111,2,11,2019-10-06,0.14,2,0,0,0363 F185 30B9 E11F 3216
6989796,Canal View apartment in City Centre,7613738,Neli,,Centrum-Oost,52.36115,4.896,Entire home/apt,195,7,134,2022-01-30,1.65,1,49,14,Exempt
6997921,Nice place with beautiful balcony near Vondelpark,36689829,Sebas,,De Baarsjes - Oud-West,52.3642,4.86495,Entire home/apt,151,2,10,2021-10-23,0.14,1,0,3,0363 FA02 AB12 6FAC 09D3
7007415,Cosy light apartment @ Amstel River,3441513,Ellen,,Oud-Oost,52.35158,4.91161,Entire home/apt,180,4,33,2022-04-19,0.44,1,0,5,0363 A83E 119F AC97 4730
7015007,Luxurious apartment for 4 & stunning view balcony,9084829,Anne,,Bos en Lommer,52.38228,4.85217,Entire home/apt,275,10,25,2020-01-03,0.30,1,330,0,0363 C6F0 0D6E A0EF CEF4
7017061,Family friendly apartment for cat lovers in East,36733518,"Laura, Huibert & Adam",,Oostelijk Havengebied - Indische Buurt,52.36426,4.9424,Entire home/apt,110,3,19,2021-08-11,0.23,1,0,1,0363 3F09 F8F1 F39F 922F
7036515,Amsterdam off the beaten track,33296083,Jorgen,,Noord-West,52.40481,4.9004,Entire home/apt,168,4,9,2019-07-22,0.13,1,15,0,0363 7FBF FBCE EA08 535D
7042979,"Spacious home, rooftop, lively area, near center",24356586,Ente,,De Baarsjes - Oud-West,52.37213,4.8495,Entire home/apt,110,3,17,2019-08-23,0.21,1,0,0,0363 6615 194F 3660 0EE4
7049460,For families only: Family house close to NDSM,5689155,Lotte,,Noord-West,52.41371,4.88129,Entire home/apt,78,2,18,2020-08-08,0.22,1,0,0,0363 DDB3 5942 2D70 5126
7058094,Design Loft 600m from Vondelpark -> ONLY FAMILIES,5558178,Robbert,,Zuid,52.35297,4.85206,Entire home/apt,333,7,10,2019-08-20,0.13,1,259,0,0363 7497 244F 5203 01DB
7109857,Familyhome on the waterfront,37245164,Jannie,,IJburg - Zeeburgereiland,52.36207,4.97713,Entire home/apt,159,4,7,2019-08-24,0.12,1,0,0,0363ED7469CF440C35C2
7111455,"Big, bright room; privat bathroom &entrance",20919943,Ellen,,Noord-West,52.42512,4.88842,Private room,75,3,271,2022-05-29,3.24,1,22,7,0363 636D 861C 0EE1 970C
7159415,Cosy and stylish apartment in the De Baarsjes area,4012448,Hennia,,De Baarsjes - Oud-West,52.37007,4.84877,Entire home/apt,122,7,18,2022-05-03,0.27,1,25,3,036319AE17D880999BDA
7160841,Your  waggon at the cows paradise,3040748,Henk,,Noord-Oost,52.40744,4.99579,Private room,74,2,80,2022-05-03,0.96,13,136,2,0363 8FA8 4049 3B81 71EE
7166128,Historical Warehouse in City Center,16634603,Hermen,,Centrum-Oost,52.36847,4.92456,Entire home/apt,110,5,7,2018-08-19,0.08,1,0,0,0363 DFD3 7038 9149 30F8
7166473,Family Loft with Canalview Center,13594725,Chantal,,Centrum-West,52.38728,4.88526,Entire home/apt,250,2,19,2022-05-08,0.28,1,98,3,0363 53B7 71FD 020C 7580
7190115,"Clean, Quiet Lovers Retreat Garden View",37658666,Ruben,,De Pijp - Rivierenbuurt,52.35481,4.90078,Private room,117,1,575,2022-05-24,8.10,2,33,66,0363 EE1C C474 F558 1FE2
7201865,Modern apartment in Oud-West,2638352,Linda,,De Baarsjes - Oud-West,52.36282,4.86005,Entire home/apt,109,3,47,2022-05-01,0.58,1,0,8,0363 1C22 FA5A 6C70 4C57
7213232,"Calm, spacious room in vibrant area",1272887,Yannick,,Oostelijk Havengebied - Indische Buurt,52.36382,4.94345,Private room,79,1,124,2020-03-08,1.51,1,155,0,0363 E4E4 C150 8F07 D06F
7224738,Top studio with garden & inhouse parking,22157201,Onno,,De Baarsjes - Oud-West,52.36482,4.87474,Private room,133,3,73,2020-08-17,0.88,1,151,0,0363 81E4 3F7E 8642 51E6
7230512,Room in brand new industrial houseboat,37858684,Marijn En Victor,,Oostelijk Havengebied - Indische Buurt,52.37712,4.91568,Private room,125,3,109,2022-05-22,2.21,1,69,19,0363 BC1F 3630 BE42 D9E5
7232162,30% LASTMINUTE DISCOUNT HOUSEBOAT Amsterdam Centre,37865919,Renske,,Centrum-Oost,52.36697,4.899149,Entire home/apt,286,2,47,2022-05-04,0.56,1,0,2,0363 FE6D 475D E528 2E81
7239681,Nice apartment very central!,37904683,Raymon,,Centrum-Oost,52.36881,4.91573,Entire home/apt,100,2,37,2019-07-21,0.45,1,0,0,0363 6CF0 47D4 86E1 5328
7259667,Charming Amsterdam North,38008266,Lois,,Oud-Noord,52.39007,4.91341,Entire home/apt,150,2,16,2020-01-07,0.19,1,0,0,03631C98B8193F208BF8
7260210,Homely appartment with cosy garden,1346106,Juliette,,Bos en Lommer,52.38206,4.85036,Entire home/apt,206,3,57,2022-05-28,0.69,1,32,3,0363 66FC F45D E2D2 3AA1
7276869,"Clean, Quiet, Lovers Retreat",37658666,Ruben,,De Pijp - Rivierenbuurt,52.35668,4.89999,Private room,112,1,663,2022-05-30,8.07,2,26,61,0363 EE1C C474 F558 1FE2
7284214,Private beautiful App near Heineken Experience,38144075,Reinier,,De Pijp - Rivierenbuurt,52.35456,4.88983,Entire home/apt,345,2,34,2022-04-10,0.41,1,333,2,03633A61D6B37B0D7F72
7292517,in the street,311067,Dan,,De Pijp - Rivierenbuurt,52.35288,4.88831,Entire home/apt,83,4,17,2019-09-29,0.35,1,0,0,0363 2BFF 0B21 6C53 D97C
7318827,"Lichte, rustige loft Westerpark",38341575,Annalies,,Westerpark,52.38196,4.87121,Entire home/apt,115,2,30,2019-08-25,0.36,1,0,0,036300134226209DD39C
7324648,Spacious family apartment in booming area,2370388,Sofie,,De Baarsjes - Oud-West,52.37056,4.86855,Entire home/apt,231,3,36,2022-05-08,0.43,1,4,6,0363 DDE6 E9E2 8356 0EEA
7332860,Room in Amsterdam IJburg,11225917,Flávio,,IJburg - Zeeburgereiland,52.35458,4.99522,Private room,45,180,333,2019-07-31,3.97,2,125,0,Exempt
7335372,Hotel Not Hotel Amsterdam: Sin City Ground Floor,14574533,Hotel Not Hotel,,De Baarsjes - Oud-West,52.36495,4.85858,Private room,186,1,6,2022-05-16,0.52,20,290,6,Exempt
7338230,Modern & sunny apartment in Centre,36516363,Debby,,Centrum-Oost,52.36832,4.93039,Entire home/apt,229,4,25,2022-02-23,0.33,1,0,4,0363BA0793FD02797ACD
7352133,Fully renovated High end apartment with garden!,4811462,Bart,,De Baarsjes - Oud-West,52.36073,4.85525,Entire home/apt,156,4,15,2022-05-17,0.46,1,0,6,0363 6803 D6B5 0391 C0C8
7357862,Comfortable appartment,22398111,Maarten,,Oostelijk Havengebied - Indische Buurt,52.36398,4.93364,Entire home/apt,125,2,28,2022-05-29,0.34,1,170,1,0363 BE0B B0D3 2B7C B20E
7378848,"Colourful apartment in ""Oud-West""",3219064,Celine,,De Baarsjes - Oud-West,52.37058,4.86728,Entire home/apt,80,3,29,2017-08-28,0.35,1,0,0,0363 59DA 5A4D 4E4D 0567
7379564,3 room apart. with lovely garden near Vondelpark,758308,Kutay,,De Baarsjes - Oud-West,52.35913,4.85134,Entire home/apt,307,3,16,2022-06-04,0.19,1,3,1,0363 6627 C827 5BDD E2DD
7382264,Room in Amsterdam IJburg 2 floor.,11225917,Flávio,,IJburg - Zeeburgereiland,52.35379,4.9956,Private room,45,180,321,2019-07-27,3.86,2,35,0,Exempt
7382576,Spacious ground floor appartement,16345289,Hans,,Westerpark,52.38511,4.87844,Entire home/apt,160,2,59,2022-05-29,0.72,1,6,5,0363 A6CD B9E5 D6E4 4680
7394725,Light apartment - quiet neighbourh.,1930105,Roel,,Bos en Lommer,52.37928,4.85735,Entire home/apt,131,800,41,2021-11-09,0.50,1,326,2,0363 ED9D D582 73F0 0D4D
7409137,Nice apartment with roof terrace,38820911,Meie,,Bos en Lommer,52.37543,4.84768,Entire home/apt,150,1,40,2019-08-19,0.49,1,0,0,0363 1E7B B7A5 EC2B 55F0
7416224,Brand new studio 8 mins from CS,17393409,Jesse,,Watergraafsmeer,52.33911,4.91857,Entire home/apt,125,4,38,2020-02-17,0.46,1,0,0,0363 3255 9690 7110 25C7
7448268,LaCorteSconta B&B - Junior Suite,39009584,Yara,,IJburg - Zeeburgereiland,52.36412,4.98524,Private room,121,31,18,2021-09-19,0.31,3,281,1,0363 FE85 D181 8AE7 F1FE
7448305,LaCorteSconta B&B - Family Room,39009584,Yara,,IJburg - Zeeburgereiland,52.36415,4.98588,Private room,302,31,58,2020-07-26,0.70,3,264,0,0363 FE85 D181 8AE7 F1FE
7449504,"Modern flat, light and spacious",39015245,Sophie,,Bos en Lommer,52.38315,4.84077,Entire home/apt,66,2,35,2021-12-05,0.42,1,0,4,0363 171C F1DC 888C 5923
7450864,Nice apartment close to City Centre,39021847,Nikky,,Oud-Noord,52.38735,4.91605,Entire home/apt,129,3,44,2021-11-14,0.53,1,0,8,03633464DA6FF72559D5
7458963,HISTORICAL DOWNTOWN AMSTERDAM,39065403,Laura,,Centrum-West,52.38718,4.88883,Entire home/apt,135,2,459,2022-06-02,5.51,1,201,52,0363 B477 B2D0 82D8 49C7
7472412,private studio (with private kitchen+bathroom),39137655,Vincent,,De Baarsjes - Oud-West,52.37128,4.86193,Private room,85,2,288,2022-05-15,3.50,1,0,3,0363 C5BE 2743 CA33 A7C5
7474662,kramerskamer,39146647,Hein,,Centrum-Oost,52.3633,4.91135,Entire home/apt,83,2,420,2022-05-27,5.09,1,235,47,0363 1E52 A272 5167 4EDA
7511434,"Spacious home, rooftop terrace",29401348,Elske,,Oostelijk Havengebied - Indische Buurt,52.37187,4.94136,Entire home/apt,140,3,7,2019-07-17,0.08,1,84,0,0363 8359 E325 2412 8C38
7523012,Cosy apartment in center of Amsterdam,23060282,Jesse,,De Baarsjes - Oud-West,52.37239,4.87172,Private room,98,3,293,2022-05-22,3.51,2,271,36,0363 BF5F B791 42A7 0F98
7523103,Apartment in Amsterdam,13791055,Hulya,,Osdorp,52.35251,4.79768,Entire home/apt,200,2,7,2018-08-26,0.08,1,0,0,0363 E09F 0D44 8972 B9BD
7539137,Funky ground floor apartment with spacious garden,9591432,Malou,,De Baarsjes - Oud-West,52.36199,4.85525,Entire home/apt,104,3,54,2022-05-09,0.66,1,0,8,0363 8F8D EADC 93E9 77EB
7555385,Intimate studio,39600914,Petra,,Slotervaart,52.35955,4.82713,Private room,49,1,300,2022-05-28,3.74,1,167,40,0363 5EE0 037A 252F 0FAB
7555544,Appartment Amsterdam Oost with sauna,36227627,Cesare,,Oud-Oost,52.35434,4.91858,Entire home/apt,271,4,9,2021-09-21,0.11,1,140,4,0363 5181 C9A1 1EEE 684A
